Code,Text,DDD,Ebene,Parent
J05AR19,"Emtricitabin, Tenofoviralafenamid und Rilpivirin",Standarddosis: 1 DE O ,5,J05AR
J05AR20,"Emtricitabin, Tenofoviralafenamid und Bictegravir",Standarddosis: 1 DE O ,5,J05AR
J05AR21,Dolutegravir und Rilpivirin,Standarddosis: 1 DE O ,5,J05AR
J05AR22,"Emtricitabin, Tenofoviralafenamid, Darunavir und Cobicistat",Standarddosis: 1 DE O ,5,J05AR
J05AR23,Atazanavir und Ritonavir,"0,3 g O bezogen auf Atazanavir",5,J05AR
J05AR24,"Lamivudin, Tenofovirdisoproxil und Doravirin",Standarddosis: 1 DE O ,5,J05AR
J05AR25,Lamivudin und Dolutegravir,Standarddosis: 1 DE O ,5,J05AR
J05AR26,Darunavir und Ritonavir,,5,J05AR
J05AR27,"Lamivudin, Tenofovirdisoproxil und Dolutegravir",,5,J05AR
J05AX,Andere antivirale Mittel,,4,J05A
J05AX01,Moroxydin,"0,3 g O",5,J05AX
J05AX02,Lysozym,,5,J05AX
J05AX05,Inosin pranobex,3 g O,5,J05AX
J05AX06,Pleconaril,,5,J05AX
J05AX07,Enfuvirtid,"0,18 g P",5,J05AX
J05AX08,Raltegravir,"0,8 g O",5,J05AX
J05AX09,Maraviroc,"0,6 g O",5,J05AX
J05AX10,Maribavir,,5,J05AX
J05AX11,Elvitegravir,,5,J05AX
J05AX12,Dolutegravir,50 mg O,5,J05AX
J05AX13,Umifenovir,"0,8 g O",5,J05AX
J05AX17,Enisamiumiodid,"1,5 g O",5,J05AX
J05AX18,Letermovir,"0,48 g O,P",5,J05AX
J05AX19,Tiloron,"0,125 g O",5,J05AX
J05AX21,Imidazolylethanamidoglutarsäure,90 mg O,5,J05AX
J05AX22,Kagocel,60 mg O ,5,J05AX
J05AX23,Ibalizumab,,5,J05AX
J05AX24,Tecovirimat,,5,J05AX
J05AX25,Baloxavirmarboxil,40 mg O,5,J05AX
J05AX26,Amenamevir,"0,4 g O",5,J05AX
J05AX27,Favipiravir,"1,6 g O",5,J05AX
J05AX28,Bulevirtid,,5,J05AX
J05AX29,Fostemsavir,,5,J05AX
J05AX51,"Moroxydin, Kombinationen",,5,J05AX
J06,IMMUNSERA UND IMMUNGLOBULINE,,2,J
J06A,IMMUNSERA,,3,J06
J06AA,Immunsera,,4,J06A
J06AA01,Diphtherie-Antitoxin,,5,J06AA
J06AA02,Tetanus-Antitoxin,,5,J06AA
J06AA03,Schlangengift-Antiserum,,5,J06AA
J06AA04,Botulismus-Antitoxin,,5,J06AA
J06AA05,Gasbrand-Serum,,5,J06AA
J06AA06,Tollwut-Serum,,5,J06AA
J06B,IMMUNGLOBULINE,,3,J06
J06BA,"Immunglobuline, normal human",,4,J06B
J06BA01,"Immunglobuline, normal human, zur extravasalen Anwendung","1,4 g P ",5,J06BA
J06BA02,"Immunglobuline, normal human, zur intravasalen Anwendung","1,6 g P ",5,J06BA
J06BB,Spezifische Immunglobuline,,4,J06B
J06BB01,Anti-D(rh)-Immunglobulin,,5,J06BB
J06BB02,Tetanus-Immunglobulin,,5,J06BB
J06BB03,Varicella/Zoster-Immunglobulin,,5,J06BB
J06BB04,Hepatitis-B-Immunglobulin,500 E P ,5,J06BB
J06BB05,Tollwut-Immunglobulin,,5,J06BB
J06BB06,Röteln-Immunglobulin,,5,J06BB
J06BB07,Kuhpocken-Immunglobulin,,5,J06BB
J06BB08,Staphylococcus-Immunglobulin,,5,J06BB
J06BB09,Cytomegalievirus-Immunglobulin,,5,J06BB
J06BB10,Diphtherie-Immunglobulin,,5,J06BB
J06BB11,Hepatitis-A-Immunglobulin,,5,J06BB
J06BB12,FSME-Immunglobulin,,5,J06BB
J06BB13,Pertussis-Immunglobulin,,5,J06BB
J06BB14,Masern-Immunglobulin,,5,J06BB
J06BB15,Mumps-Immunglobulin,,5,J06BB
J06BB16,Palivizumab,"3,75 mg P Säuglings DDD ",5,J06BB
J06BB17,Motavizumab,,5,J06BB
J06BB18,Raxibacumab,,5,J06BB
J06BB19,Anthrax-Immunglobulin,,5,J06BB
J06BB21,Bezlotoxumab,"0,7 g P ",5,J06BB
J06BB22,Obiltoxaximab,,5,J06BB
J06BB30,Kombinationen,,5,J06BB
J06BC,Andere Immunglobuline,,4,J06B
J06BC01,Nebacumab,"0,1 g P",5,J06BC
J06BC10,Andere Immunglobuline,,5,J06BC
J07,IMPFSTOFFE,,2,J
J07A,BAKTERIELLE IMPFSTOFFE,,3,J07
J07AC,Milzbrand-Impfstoffe,,4,J07A
J07AC01,Anthrax-Antigen,Standarddosis: 1 DE P ,5,J07AC
J07AD,Brucellose-Impfstoffe,,4,J07A
J07AD01,Brucella-Antigen,,5,J07AD
J07AE,Cholera-Impfstoffe,,4,J07A
J07AE01,"Cholera, inaktiviert, ganze Zelle",Standarddosis: 1 DE O ,5,J07AE
J07AE02,"Cholera, lebend abgeschwächt",,5,J07AE
J07AE51,"Cholera, Kombinationen mit Typhus-Impfstoff, inaktiviert, ganze Zelle",,5,J07AE
J07AF,Diphtherie-Impfstoffe,,4,J07A
J07AF01,Diphtherie-Toxoid,Standarddosis: 1 DE P ,5,J07AF
J07AG,Haemophilus influenzae B-Impfstoffe,,4,J07A
J07AG01,"Haemophilus influenzae B, gereinigtes Antigen konjugiert",Standarddosis: 1 DE P ,5,J07AG
J07AG51,"Haemophilus influenzae B, Kombinationen mit Toxoiden",Standarddosis: 1 DE P ,5,J07AG
J07AG52,"Haemophilus influenzae B, Kombinationen mit Pertussis und Toxoiden",Standarddosis: 1 DE P ,5,J07AG
J07AG53,"Haemophilus influenzae B, Kombinationen mit Meningokokken C, konjugiert",,5,J07AG
J07AH,Meningokokken-Impfstoffe,,4,J07A
J07AH01,"Meningokokken A, gereinigtes Polysaccharid-Antigen",,5,J07AH
J07AH02,"Andere Meningokokken monovalent, gereinigtes Polysaccharid-Antigen",,5,J07AH
J07AH03,"Meningokokken bivalent (A, C), gereinigtes Polysaccharid-Antigen",Standarddosis: 1 DE P ,5,J07AH
J07AH04,"Meningokokken tetravalent (A, C, Y, W-135), gereinigtes 
Polysaccharid-Antigen",Standarddosis: 1 DE P ,5,J07AH
J07AH05,"Andere Meningokokken polyvalent, gereinigtes Polysaccharid-Antigen",,5,J07AH
J07AH06,"Meningokokken B, äußere Vesikelmembran-Impfstoff",,5,J07AH
J07AH07,"Meningokokken C, gereinigtes Polysaccharid-Antigen, konjugiert",Standarddosis: 1 DE P ,5,J07AH
J07AH08,"Meningokokken tetravalent (A, C, Y, W-135), gereinigtes 
Polysaccharid-Antigen, konjugiert",Standarddosis: 1 DE P ,5,J07AH
J07AH09,"Meningokokken B, Multikomponenten-Impfstoff",Standarddosis: 1 DE P ,5,J07AH
J07AH10,"Meningokokken A, gereinigtes Polysaccharid-Antigen, konjugiert",,5,J07AH
J07AJ,Pertussis-Impfstoffe,,4,J07A
J07AJ01,"Pertussis, inaktiviert, ganze Zelle",,5,J07AJ
J07AJ02,"Pertussis, gereinigtes Antigen",Standarddosis: 1 DE P ,5,J07AJ
J07AJ51,"Pertussis, inaktiviert, ganze Zelle, Kombinationen mit Toxoiden",,5,J07AJ
J07AJ52,"Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden",Standarddosis: 1 DE P ,5,J07AJ
J07AK,Pest-Impfstoffe,,4,J07A
J07AK01,"Pest, inaktiviert, ganze Zelle",,5,J07AK
J07AL,Pneumokokken-Impfstoffe,,4,J07A
J07AL01,"Pneumokokken, gereinigtes Polysaccharid-Antigen",Standarddosis: 1 DE P ,5,J07AL
J07AL02,"Pneumokokken, gereinigtes Polysaccharid-Antigen, konjugiert",Standarddosis: 1 DE P ,5,J07AL
J07AL52,"Pneumokokken, gereinigtes Polysaccharid-Antigen und 
Haemophilus influenzae B, konjugiert",Standarddosis: 1 DE P ,5,J07AL
J07AM,Tetanus-Impfstoffe,,4,J07A
J07AM01,Tetanus-Toxoid,Standarddosis: 1 DE P ,5,J07AM
J07AM51,"Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid",Standarddosis: 1 DE P ,5,J07AM
J07AM52,"Tetanus-Toxoid, Kombinationen mit Tetanus-Immunglobulin",,5,J07AM
J07AN,Tuberkulose-Impfstoffe,,4,J07A
J07AN01,"Tuberkulose, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07AN
J07AP,Typhus-Impfstoffe,,4,J07A
J07AP01,"Typhus, oral, lebend abgeschwächt",Standarddosis: 1 DE O ,5,J07AP
J07AP02,"Typhus, inaktiviert, ganze Zelle",,5,J07AP
J07AP03,"Typhus, gereinigtes Polysaccharid-Antigen",Standarddosis: 1 DE P ,5,J07AP
J07AP10,"Typhus, Kombinationen mit Paratyphustypen",,5,J07AP
J07AR,Typhus (exanthematicus)-Impfstoffe,,4,J07A
J07AR01,"Typhus exanthematicus, inaktiviert, ganze Zelle",,5,J07AR
J07AX,Andere bakterielle Impfstoffe,,4,J07A
J07AX01,Lactobacillus acidophilus,,5,J07AX
J07AX52,"Lactobacillus Stämme, Kombinationen",Standarddosis: 1 DE P ,5,J07AX
J07AX53,"Enterobacteriacae Stämme, Kombinationen",Standarddosis: 1 DE P ,5,J07AX
J07B,VIRALE IMPFSTOFFE,,3,J07
J07BA,Encephalitis-Impfstoffe,,4,J07B
J07BA01,"FSME, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BA
J07BA02,"Encephalitis, japanische, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BA
J07BA03,"Encephalitis, japanische, lebend abgeschwächt",,5,J07BA
J07BB,Influenza-Impfstoffe,,4,J07B
J07BB01,"Influenza, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BB
J07BB02,"Influenza, inaktiviert, Spaltvirus oder Oberflächenantigen",Standarddosis: 1 DE P ,5,J07BB
J07BB03,"Influenza, lebend abgeschwächt",Standarddosis: 1 DE N ,5,J07BB
J07BC,Hepatitis-Impfstoffe,,4,J07B
J07BC01,"Hepatitis B, gereinigtes Antigen",Standarddosis: 1 DE P ,5,J07BC
J07BC02,"Hepatitis A, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BC
J07BC03,"Hepatitis A, gereinigtes Antigen",Standarddosis: 1 DE P ,5,J07BC
J07BC20,Kombinationen,Standarddosis: 1 DE P ,5,J07BC
J07BD,Masern-Impfstoffe,,4,J07B
J07BD01,"Masern, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BD
J07BD51,"Masern, Kombinationen mit Mumps, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BD
J07BD52,"Masern, Kombinationen mit Mumps und Röteln, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BD
J07BD53,"Masern, Kombinationen mit Röteln, lebend abgeschwächt",,5,J07BD
J07BD54,"Masern, Kombinationen mit Mumps, Röteln und 
Varicella, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BD
J07BE,Mumps-Impfstoffe,,4,J07B
J07BE01,"Mumps, lebend abgeschwächt",,5,J07BE
J07BF,Poliomyelitis-Impfstoffe,,4,J07B
J07BF01,"Poliomyelitis, oral, monovalent, lebend abgeschwächt",,5,J07BF
J07BF02,"Poliomyelitis, oral, trivalent, lebend abgeschwächt",Standarddosis: 1 DE O ,5,J07BF
J07BF03,"Poliomyelitis, trivalent, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BF
J07BF04,"Poliomyelitis, oral, bivalent, lebend abgeschwächt",,5,J07BF
J07BG,Tollwut-Impfstoffe,,4,J07B
J07BG01,"Tollwut, inaktiviert, ganzes Virus",Standarddosis: 1 DE P ,5,J07BG
J07BH,Rotavirus-Diarrhoe-Impfstoffe,,4,J07B
J07BH01,"Rotavirus, lebend abgeschwächt",Standarddosis: 1 DE O ,5,J07BH
J07BH02,"Rotavirus, pentavalent, lebend, Reassortanten",Standarddosis: 1 DE O ,5,J07BH
J07BJ,Röteln-Impfstoffe,,4,J07B
J07BJ01,"Röteln, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BJ
J07BJ51,"Röteln, Kombinationen mit Mumps, lebend abgeschwächt",,5,J07BJ
J07BK,Varicella Zoster Impfstoffe,,4,J07B
J07BK01,"Varicella, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BK
J07BK02,"Zoster Virus, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BK
J07BK03,"Zoster Virus, gereinigtes Antigen",Standarddosis: 1 DE P ,5,J07BK
J07BL,Gelbfieber-Impfstoffe,,4,J07B
J07BL01,"Gelbfieber, lebend abgeschwächt",Standarddosis: 1 DE P ,5,J07BL
J07BM,Papillomvirus-Impfstoffe,,4,J07B
J07BM01,"Humaner-Papillomvirus-Impfstoff (Typen 6,11,16,18)",Standarddosis: 1 DE P ,5,J07BM
J07BM02,"Humaner-Papillomvirus-Impfstoff (Typen 16,18)",Standarddosis: 1 DE P ,5,J07BM
J07BM03,"Humaner-Papillomvirus-Impfstoff (Typen 6,11,16,18,31,33,45,52,58)",Standarddosis: 1 DE P ,5,J07BM
J07BX,Andere virale Impfstoffe,,4,J07B
J07BX01,"Pocken-Impfstoff, lebend, modifiziert",Standarddosis: 1 DE P ,5,J07BX
J07BX06,Inaktiviertes Herpes-simplex-Virus,Standarddosis: 1 DE P ,5,J07BX
J07C,"BAKTERIELLE UND VIRALE IMPFSTOFFE, KOMBINIERT",,3,J07
J07CA,"Bakterielle und virale Impfstoffe, kombiniert",,4,J07C
J07CA01,Diphtherie-Poliomyelitis-Tetanus,Standarddosis: 1 DE P ,5,J07CA
J07CA02,Diphtherie-Pertussis-Poliomyelitis-Tetanus,Standarddosis: 1 DE P ,5,J07CA
J07CA03,Diphtherie-Röteln-Tetanus,,5,J07CA
J07CA04,Haemophilus influenzae B und Poliomyelitis,,5,J07CA
J07CA05,Diphtherie-Hepatitis B-Pertussis-Tetanus,,5,J07CA
J07CA06,Diphtherie-Haemophilus influenzae B-Pertussis-Poliomyelitis-Tetanus,Standarddosis: 1 DE P ,5,J07CA
J07CA07,Diphtherie-Hepatitis B-Tetanus,,5,J07CA
J07CA08,Haemophilus influenzae B und Hepatitis B,Standarddosis: 1 DE P ,5,J07CA
J07CA09,"Diphtherie-Haemophilus influenzae B-Pertussis-Poliomyelitis- 
Tetanus-Hepatitis B",Standarddosis: 1 DE P ,5,J07CA
J07CA10,Typhus-Hepatitis A,Standarddosis: 1 DE P ,5,J07CA
J07CA11,Diphtherie-Haemophilus influenzae B-Pertussis-Tetanus-Hepatitis B,,5,J07CA
J07CA12,Diphtherie-Pertussis-Poliomyelitis-Tetanus-Hepatitis B,,5,J07CA
J07CA13,Diphtherie-Haemophilus influenzae B-Pertussis-Tetanus-Hepatitis B-Meningokokken  A + C,,5,J07CA
J07X,ANDERE IMPFSTOFFE,,3,J07
L,ANTINEOPLASTISCHE UND IMMUNMODULIERENDE MITTEL,,1,
L01,ANTINEOPLASTISCHE MITTEL,,2,L
L01A,ALKYLIERENDE MITTEL,,3,L01
L01AA,Stickstofflost-Analoga,,4,L01A
L01AA01,Cyclophosphamid,"0,25 g P ",5,L01AA
L01AA02,Chlorambucil,,5,L01AA
L01AA03,Melphalan,2 mg O; 1 mg P ,5,L01AA
L01AA05,Chlormethin,"0,16 mg T",5,L01AA
L01AA06,Ifosfamid,"0,7 g P ",5,L01AA
L01AA07,Trofosfamid,"0,15 g O ",5,L01AA
L01AA08,Prednimustin,,5,L01AA
L01AA09,Bendamustin,17 mg P ,5,L01AA
L01AB,Alkylsulfonate,,4,L01A
L01AB01,Busulfan,"0,224 g P ",5,L01AB
L01AB02,Treosulfan,,5,L01AB
L01AB03,Mannosulfan,,5,L01AB
L01AC,Ethylenimine,,4,L01A
L01AC01,Thiotepa,"1,62 g P ",5,L01AC
L01AC02,Triaziquon,,5,L01AC
L01AC03,Carboquon,,5,L01AC
L01AD,Nitrosoharnstoffe,,4,L01A
L01AD01,Carmustin,"8,57 mg P ",5,L01AD
L01AD02,Lomustin,,5,L01AD
L01AD03,Semustin,,5,L01AD
L01AD04,Streptozocin,96 mg P ,5,L01AD
L01AD05,Fotemustin,,5,L01AD
L01AD06,Nimustin,,5,L01AD
L01AD07,Ranimustin,,5,L01AD
L01AD08,Uramustin,,5,L01AD
L01AG,Epoxide,,4,L01A
L01AG01,Etoglucid,,5,L01AG
L01AX,Andere alkylierende Mittel,,4,L01A
L01AX01,Mitobronitol,,5,L01AX
L01AX02,Pipobroman,,5,L01AX
L01AX03,Temozolomid,"65 mg O,P ",5,L01AX
L01AX04,Dacarbazin,"0,1 g P ",5,L01AX
L01B,ANTIMETABOLITEN,,3,L01
L01BA,Folsäure-Analoga,,4,L01B
L01BA01,Methotrexat,Standarddosis: 1 DE P ,5,L01BA
L01BA03,Raltitrexed,,5,L01BA
L01BA04,Pemetrexed,43 mg P ,5,L01BA
L01BA05,Pralatrexat,,5,L01BA
L01BB,Purin-Analoga,,4,L01B
L01BB02,Mercaptopurin,"0,175 g O bezogen auf kg Körpergewicht ",5,L01BB
L01BB03,Tioguanin,,5,L01BB
L01BB04,Cladribin,,5,L01BB
L01BB05,Fludarabin,8 mg P ,5,L01BB
L01BB06,Clofarabin,"8,8 mg P Kinder DDD ",5,L01BB
L01BB07,Nelarabin,"0,39 g P ",5,L01BB
L01BC,Pyrimidin-Analoga,,4,L01B
L01BC01,Cytarabin,,5,L01BC
L01BC02,Fluorouracil,"0,15 g O; 0,1 g P ",5,L01BC
L01BC03,Tegafur,,5,L01BC
L01BC04,Carmofur,,5,L01BC
L01BC05,Gemcitabin,"0,2 g P ",5,L01BC
L01BC06,Capecitabin,3 g O ,5,L01BC
L01BC07,Azacitidin,34 mg P ,5,L01BC
L01BC08,Decitabin,"6,43 mg P ",5,L01BC
L01BC09,Floxuridin,,5,L01BC
L01BC52,"Fluorouracil, Kombinationen",,5,L01BC
L01BC53,"Tegafur, Kombinationen",,5,L01BC
L01BC59,"Trifluridin, Kombinationen",45 mg O bezogen auf Trifluridin ,5,L01BC
L01BC63,Tegafur und Uracil,"0,432 g O bezogen auf Tegafur ",5,L01BC
L01BC73,"Tegafur, Gimeracil und Oteracil","67,5 mg O bezogen auf Tegafur ",5,L01BC
L01C,PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL,,3,L01
L01CA,Vinka-Alkaloide und Analoga,,4,L01C
L01CA01,Vinblastin,"11,61 mg P Wochendosis ",5,L01CA
L01CA02,Vincristin,"0,36 mg P ",5,L01CA
L01CA03,Vindesin,,5,L01CA
L01CA04,Vinorelbin,18 mg O; 7 mg P ,5,L01CA
L01CA05,Vinflunin,"27,43 mg P ",5,L01CA
L01CA06,Vintafolid,,5,L01CA
L01CB,Podophyllotoxin-Derivate,,4,L01C
L01CB01,Etoposid,50 mg O; 25 mg P ,5,L01CB
L01CB02,Teniposid,,5,L01CB
L01CC,Colchicin-Derivate,,4,L01C
L01CC01,Demecolcin,,5,L01CC
L01CD,Taxane,,4,L01C
L01CD01,Paclitaxel,15 mg P; 22 mg P Nanopartikelformulierung ,5,L01CD
L01CD02,Docetaxel,"6,43 mg P ",5,L01CD
L01CD03,Paclitaxelpoliglumex,,5,L01CD
L01CD04,Cabazitaxel,"2,14 mg P ",5,L01CD
L01CH,Andere homöopathische und anthroposophische Mittel,,4,L01C
L01CH01,Mistelkraut,,5,L01CH
L01CP,Andere pflanzliche Mittel,,4,L01C
L01CP01,Mistelkraut,,5,L01CP
L01CP02,Venusfliegenfalle,,5,L01CP
L01CP50,"Andere pflanzliche Mittel, Kombinationen",,5,L01CP
L01CX,Andere pflanzliche Alkaloide und natürliche Mittel,,4,L01C
L01CX01,Trabectedin,"0,13 mg P ",5,L01CX
L01D,ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN,,3,L01
L01DA,Actinomycine,,4,L01D
L01DA01,Dactinomycin,"0,32 mg P bezogen auf die Körperoberfläche ",5,L01DA
L01DB,Anthracycline und verwandte Substanzen,,4,L01D
L01DB01,Doxorubicin,5 mg P; 3 mg P pegylierte liposomale Form; Standarddosis: 1 DE U ,5,L01DB
L01DB02,Daunorubicin,,5,L01DB
L01DB03,Epirubicin,7 mg P ,5,L01DB
L01DB04,Aclarubicin,,5,L01DB
L01DB05,Zorubicin,,5,L01DB
L01DB06,Idarubicin,6 mg O; 3 mg P ,5,L01DB
L01DB07,Mitoxantron,"10 mg P Zytostatikum; 0,24 mg P Multiple Sklerose ",5,L01DB
L01DB08,Pirarubicin,,5,L01DB
L01DB09,Valrubicin,,5,L01DB
L01DB10,Amrubicin,,5,L01DB
L01DB11,Pixantron,"9,64 mg P ",5,L01DB
L01DC,Andere zytotoxische Antibiotika,,4,L01D
L01DC01,Bleomycin,"3 mg P entsprechend einer standardisierten biologischen Aktivität 
von 3.000 E ",5,L01DC
L01DC02,Plicamycin,,5,L01DC
L01DC03,Mitomycin,"4,29 mg Intravesikal; 0,65 mg P ",5,L01DC
L01DC04,Ixabepilon,,5,L01DC
L01X,ANDERE ANTINEOPLASTISCHE MITTEL,,3,L01
L01XA,Platin-haltige Verbindungen,,4,L01X
L01XA01,Cisplatin,"6,75 mg P ",5,L01XA
L01XA02,Carboplatin,25 mg P ,5,L01XA
L01XA03,Oxaliplatin,11 mg P ,5,L01XA
L01XA04,Satraplatin,,5,L01XA
L01XA05,Polyplatillen,,5,L01XA
L01XB,Methylhydrazine,,4,L01X
L01XB01,Procarbazin,,5,L01XB
L01XC,Monoklonale Antikörper,,4,L01X
L01XC01,Edrecolomab,,5,L01XC
L01XC02,Rituximab,67 mg P s.c.; 32 mg P ,5,L01XC
L01XC03,Trastuzumab,29 mg P s.c.; 20 mg P ,5,L01XC
L01XC04,Alemtuzumab,13 mg P ,5,L01XC
L01XC05,Gemtuzumab ozogamicin,"2,1 mg P ",5,L01XC
L01XC06,Cetuximab,65 mg P ,5,L01XC
L01XC07,Bevacizumab,45 mg P ,5,L01XC
L01XC08,Panitumumab,30 mg P ,5,L01XC
L01XC09,Catumaxomab,21 mcg P ,5,L01XC
L01XC10,Ofatumumab,"0,133 g P ",5,L01XC
L01XC11,Ipilimumab,10 mg P ,5,L01XC
L01XC12,Brentuximab vedotin,6 mg P ,5,L01XC
L01XC13,Pertuzumab,20 mg P ,5,L01XC
L01XC14,Trastuzumab emtansin,12 mg P ,5,L01XC
L01XC15,Obinutuzumab,48 mg P ,5,L01XC
L01XC16,Dinutuximab beta,"2,6 mg P Kinder DDD ",5,L01XC
L01XC17,Nivolumab,17 mg P ,5,L01XC
L01XC18,Pembrolizumab,"9,5 mg P ",5,L01XC
L01XC19,Blinatumomab,17 mcg P ,5,L01XC
L01XC21,Ramucirumab,40 mg P ,5,L01XC
L01XC22,Necitumumab,76 mg P ,5,L01XC
L01XC23,Elotuzumab,50 mg P ,5,L01XC
L01XC24,Daratumumab,40 mg P ,5,L01XC
L01XC25,Mogamulizumab,,5,L01XC
L01XC26,Inotuzumab ozogamicin,"0,1 mg P ",5,L01XC
L01XC27,Olaratumab,"0,1 g P ",5,L01XC
L01XC28,Durvalumab,50 mg P ,5,L01XC
L01XC29,Bermekimab,,5,L01XC
L01XC31,Avelumab,50 mg P ,5,L01XC
L01XC32,Atezolizumab,57 mg P ,5,L01XC
L01XC33,Cemiplimab,17 mg P ,5,L01XC
L01XC34,Moxetumomab pasudotox,,5,L01XC
L01XC35,Tafasitamab,,5,L01XC
L01XC36,Enfortumab vedotin,,5,L01XC
L01XC37,Polatuzumab vedotin,6 mg P ,5,L01XC
L01XC38,Isatuximab,,5,L01XC
L01XC39,Belantamab mafodoti,,5,L01XC
L01XC40,Dostarlimab,,5,L01XC
L01XD,Sensibilisatoren für die photodynamische/Radio-Therapie,,4,L01X
L01XD01,Porfimer natrium,,5,L01XD
L01XD03,Methylaminolevulinat,,5,L01XD
L01XD04,Aminolevulinsäure,,5,L01XD
L01XD05,Temoporfin,"10,5 mg P ",5,L01XD
L01XD06,Efaproxiral,,5,L01XD
L01XD07,Padeliporfin,"0,26 g P ",5,L01XD
L01XD10,Methoxsalen,,5,L01XD
L01XE,Proteinkinase-Inhibitoren,,4,L01X
L01XE01,Imatinib,"0,5 g O ",5,L01XE
L01XE02,Gefitinib,"0,25 g O ",5,L01XE
L01XE03,Erlotinib,"0,125 g O ",5,L01XE
L01XE04,Sunitinib,35 mg O ,5,L01XE
L01XE05,Sorafenib,"0,8 g O ",5,L01XE
L01XE06,Dasatinib,"0,12 g O; 90 mg O Kinder DDD ",5,L01XE
L01XE07,Lapatinib,"1,375 g O ",5,L01XE
L01XE08,Nilotinib,"0,6 g O ",5,L01XE
L01XE09,Temsirolimus,"7,1 mg P ",5,L01XE
L01XE10,Everolimus,10 mg O ,5,L01XE
L01XE11,Pazopanib,"0,8 g O ",5,L01XE
L01XE12,Vandetanib,"0,3 g O ",5,L01XE
L01XE13,Afatinib,40 mg O ,5,L01XE
L01XE14,Bosutinib,"0,5 g O ",5,L01XE
L01XE15,Vemurafenib,"1,92 g O ",5,L01XE
L01XE16,Crizotinib,"0,5 g O ",5,L01XE
L01XE17,Axitinib,10 mg O ,5,L01XE
L01XE18,Ruxolitinib,30 mg O ,5,L01XE
L01XE19,Ridaforolimus,,5,L01XE
L01XE21,Regorafenib,"0,12 g O ",5,L01XE
L01XE22,Masitinib,,5,L01XE
L01XE23,Dabrafenib,"0,3 g O ",5,L01XE
L01XE24,Ponatinib,45 mg O ,5,L01XE
L01XE25,Trametinib,2 mg O ,5,L01XE
L01XE26,Cabozantinib,140 mg O Schilddrüsenkarzinom; 60 mg O Nieren- und Leberzellkarzinom ,5,L01XE
L01XE27,Ibrutinib,"0,49 g O ",5,L01XE
L01XE28,Ceritinib,"0,45 g O ",5,L01XE
L01XE29,Lenvatinib,18 mg O ,5,L01XE
L01XE31,Nintedanib,"0,3 g O idiopathische Lungenfibrose; 
0,4 g O nicht-kleinzelliges Lungenkarzinom ",5,L01XE
L01XE32,Cediranib,,5,L01XE
L01XE33,Palbociclib,94 mg O ,5,L01XE
L01XE34,Tivozanib,1 mg O ,5,L01XE
L01XE35,Osimertinib,80 mg O ,5,L01XE
L01XE36,Alectinib,"1,2 g O ",5,L01XE
L01XE37,Rociletinib,,5,L01XE
L01XE38,Cobimetinib,45 mg O ,5,L01XE
L01XE39,Midostaurin,"0,15 g O ",5,L01XE
L01XE40,Olmutinib,,5,L01XE
L01XE41,Binimetinib,90 mg O ,5,L01XE
L01XE42,Ribociclib,"0,45 g O ",5,L01XE
L01XE43,Brigatinib,"0,18 g O ",5,L01XE
L01XE44,Lorlatinib,"0,1 g O ",5,L01XE
L01XE45,Neratinib,"0,24 g O ",5,L01XE
L01XE46,Encorafenib,"0,45 g O ",5,L01XE
L01XE47,Dacomitinib,45 mg O ,5,L01XE
L01XE48,Icotinib,,5,L01XE
L01XE50,Abemaciclib,"0,3 g O ",5,L01XE
L01XE51,Acalabrutinib,,5,L01XE
L01XE52,Quizartinib,,5,L01XE
L01XE53,Larotrectinib,"0,2 g O ",5,L01XE
L01XE54,Gilteritinib,"0,12 g O ",5,L01XE
L01XE56,Entrectinib,,5,L01XE
L01XE57,Fedratinib,,5,L01XE
L01XX,Andere antineoplastische Mittel,,4,L01X
L01XX01,Amsacrin,,5,L01XX
L01XX02,Asparaginase,,5,L01XX
L01XX03,Altretamin,,5,L01XX
L01XX05,Hydroxycarbamid,"1,75 g O ",5,L01XX
L01XX07,Lonidamin,,5,L01XX
L01XX08,Pentostatin,,5,L01XX
L01XX09,Miltefosin,,5,L01XX
L01XX10,Masoprocol,,5,L01XX
L01XX11,Estramustin,"0,56 g O ",5,L01XX
L01XX14,Tretinoin,,5,L01XX
L01XX16,Mitoguazon,,5,L01XX
